,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
94,110a23a3-88c9-4c0c-af99-97601ee9cccb,Eddie Capluto,https://play-lh.googleusercontent.com/a-/ACNPEu-T9fjgLudS7Cezn29yXKDRI1eM0c-TAHy27UdW2w,"Yes i recommend Divvy app, its easy reliable, dependable easy access get's you home faster than most city transportation, and you can sanitize it yourself during this COVID 19 Pandimic, plus it put's you in your own zone, the lake front bike trail is peaceful, full of smiles and good mornings, i feel like everyone can use a breath of fresh air, but you can't forget your mask, it's only right that you respect other's health no matter how hot it get's, just take your breaths when your six feet away from someone, but anyway's i want to thank the worker's who actually do the hard work after the the falls from other's so thank you to the staff of Divvy for all the hard work that they put over the years, also i want to thank the park worker's for keeping the parks safe and clean, also i want to show gratitutde to the food truck's worker's for the good smells and food, just because we can't have the taste of Chicago does'nt mean it good food is not out there.",5,6,13.37.3.1596025670,8/11/20 4:36,,
95,456dec49-b603-4247-a9c8-4f329e0c2f43,CheapSushi,https://play-lh.googleusercontent.com/a-/ACNPEu9QV4qjUtvvZs3KiEq-YyXNyaGpnKUW-HmcBhu7kLw,"This is the worst damn app I have ever used. Even after doing everything, making an account, signing in, etc, it only shows my profile. The entire thing constantly says ""Get the app"" when I AM IN THE APP!!! I'm using the damn app. I have the damn app opened but it's not doing anything useful. When you sign up you have to go through two sections just to get where I am now in the app. There's not enough room to tell you about how dragged out the sign up is.",1,11,13.37.3.1596025670,8/8/20 17:38,,
96,580a81c2-68b2-4ace-90cb-5041a068233b,alex,https://play-lh.googleusercontent.com/a/ALm5wu1EnA0d6rC25pUPguDJ-TrQByf5pnCUTN8iAHkU=mo,Where did plan a ride go,1,0,13.35.3.1594815689,7/26/20 15:33,,
97,9c288fa1-a398-4c91-b58f-629f42014969,Mike Stewart,https://play-lh.googleusercontent.com/a-/ACNPEu__5iiRMxpPlYsVs2WpmSfksZf5tBbtVzrc_Cus3g,"Aweful! 2 seprate rides I was over charged. 1st time $5 & the bike never released. 2nd time charged $58 for a $3 30min ride, the bike never lock even tho it read greenlight. The reversal took 2 weeks! Never again!",1,0,,7/16/20 5:20,,
98,5765fd91-17e3-4b5a-9ad1-023cb4f9d7d7,"Joe Gildein, Jr.",https://play-lh.googleusercontent.com/a/ALm5wu1nwGGX372H5fJ1xGX9pvFw9ye5m9gPcRFxeLMr=mo,Your app blows nothing works. Standing here right now ready to lose my mind,1,0,13.32.3.1593001537,7/13/20 14:15,"Hi Joe, very sorry to hear you are having a bad experience with our app. Would you mind contacting us here https://help.divvybikes.com/hc/en-us so we can figure out what is not working and try to fix it? Thanks",7/13/20 17:36
99,dbf51ffa-07f5-4500-bf83-41a69bf6c87f,Eric,https://play-lh.googleusercontent.com/a-/ACNPEu_n_-vk1kCvbdcY_wQImKogNghqip50U_i3FyqUIw,"First one star review I've EVER given. Their app is completely broken, my credit card was charged multiple times and had to call customer service multiple times just to eventually get a full refund due to them taking MULTIPLE hours of my time to sort my issue out. I will not ever be using anything Lyft related ever again.",1,8,13.31.3.1592397918,6/28/20 17:30,,
100,59019d52-52a1-475f-b899-17505eed5aee,Wendell Truax,https://play-lh.googleusercontent.com/a/ALm5wu1AjIKoTDoeaUCxr5KDIXW_PR_5SSMYG0C5RIE1idw=mo,"After the update I can't even open the app anymore, just tried to verify my phone number but gets stuck in a loop where it throws a failure to load error. Paid for the full year and I won't be doing it again if this is not fixed ANYONE STILL READING THE LYFT APP WORKS AS A WORKAROUND",1,1,13.30.3.1591792584,6/16/20 22:11,"Hi Wendell. Thanks for reaching out. We are working on a fix for this issue. In the meantime, if you have a VPN or ad-blocker active, you can turn them off, login and turn them back on again and you should be able to rent bikes with the app.",6/18/20 10:11
101,a1fac4c0-3e14-4258-9512-79dba657e710,Stefan Milosevic,https://play-lh.googleusercontent.com/a-/ACNPEu9OdbtZiBBbBujCqg3ICYnHroDsnz_yidORpKspNmo,Awful and doesn't work.,1,0,13.30.3.1591792584,6/16/20 20:43,Hi Stefan. We apologize if you are experiencing issues with the app. Can you please reach out to our agents through our help center (https://help.divvybikes.com/) and tell us more about the issues you are experiencing? Thanks.,6/18/20 10:12
102,a3d18881-4a71-41d2-9dd1-2b33ac7f12ab,Jimmy Kudo,https://play-lh.googleusercontent.com/a/ALm5wu3o6bAUcy8ql9nQtsrU48ea1EGJ5I6-iDDkXlLe=mo,"This app is basically useless. Yes, it does at least show me where the divvy stations are. It does not, however take any of my payment options. It does not accept my paypal and says that ALL of my credit card information is invalid. This basically makes the scan feature useless because I cant pay for the bikes. Hope this gets fixed soon.",1,2,,6/5/20 15:36,Hi Jimmy. We apologize if you are experiencing issues with the app. Can you please reach out to our agents through our help center (https://help.divvybikes.com/) and tell us more about the issue you are experiencing so we can follow up and help you fix it? Thanks.,6/18/20 10:13
103,edb46b90-5c3a-467d-8ac8-b1e3cd1a065a,Kenny Kirkendall,https://play-lh.googleusercontent.com/a/ALm5wu0vpKXzehcTZcf6-FKUe45yx1IxBa9Z817o677p=mo,"The app doesn't record any of my trips. Also, if I want to scan a bike to unlock it, I have to enter my DOB, but the interface is only a swipe calendar. In order enter my birthday, I would have to swipe through over 700 months of calendars to get back to September of 1959. That's just plain stupid.",2,6,13.27.3.1590118864,5/30/20 17:34,"Hi Kenny. We heard your feedback and we are going to make date entering simpler. In the meantime, you can always tap on the year in the top bar and it will allow you to go to a specific year directly. About the trips not being recorded, this is not expected, please reach out at app@divvybikes.com so we can help you fix that. Thanks.",6/1/20 13:47
104,244ed8ba-1fbe-429b-a13c-fd758e2b4a9e,Alfredo Orellana,https://play-lh.googleusercontent.com/a-/ACNPEu-lPU2fPJAGYJO2WA5a8wS2M9uEpq5t7RZqjlE-iw,It's easy to use,5,0,,5/23/20 2:11,,
105,11990d59-fdc1-4555-93e6-ccf4a83454a5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Using a Pixel 3 XL with new installation. App is stuck in setup screens. ""Failed to load Tap to retry"" App is completely unusable. Attempted killing app, resetting app data, and reinstalling.",1,4,13.21.3.1586350696,4/19/20 23:39,"Hi, we apologize for any issue you might be having! Could you send details and screenshots of what you are experiencing to our customer support at https://help.divvybikes.com? We'll get you up and running.",4/20/20 17:54
106,47d174cc-6c5f-445e-8b3c-e0c8b8329465,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,So the app is prettier now... great. Hopefully all the features that Lyft removed are added back with some relative speed.,3,1,13.21.3.1586350696,4/14/20 0:44,,
107,282eaad1-9e04-4447-a90b-8cfc437c13fb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The app is good but the verification process for the new app (transfer to Lyft) is tedious.,4,2,13.20.3.1585755551,4/10/20 18:11,,
108,b5e96a6d-1dcc-4a80-9cda-e7d64af574cd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,New app update doesn't track mileage. Big bummer 👎🏽,2,0,13.20.3.1585755551,4/7/20 19:35,Hi Natalie. We fixed how we are recording distance and your data should be showing up correctly now!,6/1/20 13:48
109,f75f23d9-8340-4cec-893e-b2c56bf81466,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good Job,5,0,13.19.3.1585273446,4/6/20 19:43,,
110,0d307e17-b988-4ae7-866a-37d489b860df,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Between the train, bus, and divvy you can get anywhere in Chicago. It's very convenient. However, I think the rate is pricey and it's not conducive for longer rides. The bikes are durable but uncomfortable and very slow if you are used to road bikes. I wish they charged for every 15 minutes instead of 30, because a ride that took me 33 minutes cost the same as a 60 minute ride. I think of it wasn't as expensive I would give it a higher review.",3,11,12.20.0,3/7/20 11:47,,
111,a66573be-b2c4-40f0-8c68-cf639d445208,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It was a little hard to understand how the codes work. It's the reader next to the actual bike, not the kiosk. I ended up losing my money for the first ride because it timed out. I was determined to give it another try, and really liked it. The bikes are slow and heavy, but it's been nice to be able to take one-way trips without worrying how to get a bike home if the weather turns. Individual rides are expensive, especially compared to the L or bus, but a year membership is reasonably priced.",4,1,12.20.0,2/19/20 9:43,,
112,ad3fa6e1-0231-41ef-a0f0-2fc35050977e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good with fast feedback that bike is successful ly docked.,5,0,12.19.0,11/19/19 7:57,,
113,078ea158-4038-4726-a72c-7da57dfba679,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love the DIVVK bikes and would love to see more available in Riverdale and Dolton areas,5,0,,11/16/19 8:27,,
114,7f06de5c-45c4-4626-a5ec-f32fba33d171,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I used this bikesharing only ones on vacations. It's not possible to delete account in app. It's possible to write a message to customer service, but this message will not be sent. You'll have to log in on Divy website.",2,0,12.19.0,11/3/19 3:55,,
115,4f038024-7942-4e2a-b79e-836e82388b68,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"So Transit no longer works too unlock a bike when I forget my fob. Called Divvy, they said I need to download official app. Just downloaded, does not work. Still cannot check out a bike when it's obviously right on front of me. Useless, and not best in appearance.",1,2,12.19.0,10/19/19 19:43,,
116,5bdb83d5-ed39-426c-addd-945917279c9d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Super practical!,5,0,12.19.0,10/14/19 17:31,,
117,638e5000-8bc3-43c8-a690-b46673c09c2d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,If there are only 1 or 2 bikes at a dock the app will say there are no bikes and wont let me unlock at that location,2,0,12.15.0,10/7/19 19:03,,
118,56dee72b-6918-48d0-afa6-96c60b0911fa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Multiple technical issue with the app and the docks. Many overages due to the fact (which weren't waived or refunded) and need better support.,1,0,,10/3/19 8:52,,
119,a85de9f5-00ee-4a5c-a394-fc2d281a9fbe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very well,5,0,12.19.0,10/1/19 17:31,,
120,d202b5d9-7678-4904-ac8e-3197a3a0f20c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,As expected with some bonus metrics,4,0,12.19.0,10/1/19 4:42,,
121,9a7ed4e2-b59d-407e-b4f1-d2933be1cd22,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,They overcharged me. I'll change my review status once they contact me back and confirm they'll undo their mistake.,1,0,12.19.0,9/29/19 18:11,,
122,b300bc1c-7504-4da0-aeec-0b45bc678d79,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The bike is so fun,5,0,,9/20/19 0:22,,
123,d003b74e-b22b-4158-b9c6-db619829872b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great,5,0,12.19.0,9/19/19 17:52,,
124,ccd37e6c-500f-4f71-b079-8f9010d2a33e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Nice to see ride stats, check out bikes without fob, see station number of bikes/docks, and save favorite stations.",5,5,12.19.0,9/17/19 13:47,,
125,3fe6afba-fe87-4205-b751-3d8d17a86c65,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awesome.cheap.my stomach is flat now.thanks divvy lol,5,0,12.15.0,9/16/19 13:36,,
126,bcb7e7bb-136d-4213-8e93-7091b562c732,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Map tracking/GPS could be more accurate, and instructions for the keypad could be better (it's uncommon to see a keypad with just three digits, I didn't even realize what it was for a few minutes). The app itself works pretty well otherwise, even though I did come across a bug where the code didn't appear when I tried to unlock a bike. I do wish there was an easier way to see if a station is full or totally out beforehand.",4,11,12.15.0,9/10/19 18:25,,
127,73fcbd3d-7e53-443b-8940-ab09c8c804f6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The app is easy to use and functional. I would have given it 5 stars except there was an issue logging in with my account and the app said they were going to send a password reset email but that did not come until i tried again the next day.,4,0,12.15.0,9/9/19 7:19,,
128,72fbd0ab-a2ed-492f-936f-4d15ac62f676,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's absolutely great!!,5,0,12.15.0,9/8/19 13:00,,
129,ec2b4e4c-4489-4ff0-8cd3-eae01d419a7e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Works reliably. I wish the my location dot was a more contrasting color.,5,0,12.15.0,9/6/19 17:00,,
130,006bea0e-f160-4ed9-8cee-df4258ef279d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Super fast super helpful,5,0,12.15.0,9/6/19 7:21,,
131,eb022923-532b-43be-b3bb-47f098200357,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Easy to use, very helpful",5,0,12.15.0,8/30/19 22:09,,
132,e5ba59cc-2145-47d2-8ddb-52064e73d4a8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Easy to use! Thanks for making a great bikeshare app. I think the ability to favorite a station and check its current capacity is great,5,0,12.15.0,8/28/19 20:32,,
133,726b0991-34b7-434a-b969-b168822bd7d0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I just love the DIVVY. It saves me an awful lot of time.,5,0,12.15.0,8/27/19 14:22,,
134,77e9fc14-33fc-4802-849a-a8bbe6d9c9ef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Only had one experience where i had a difficulty unlocking a bike (out of 10 per the app). Else it's way more efficient yhen using the kiosk.,5,0,12.15.0,8/24/19 19:23,,
135,c6c9438e-6e81-49ea-9346-ee05580b1986,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awesome app, helps to explore great views and transit between school to home for students. Thanks Divvy, great innovation and services, keep going. Few things can be improved such as incresing docks at overused stations and also adding padded seats to bikes. Cheers !!!",5,2,12.15.0,8/24/19 18:52,,
136,662cfd94-482e-478c-bd6d-291044641446,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I love Divvy and this app makes it even easier to use. A+ integration, great availability where I live, couldn't ask for more.",5,1,12.15.0,8/23/19 19:10,,
137,3dcffc1e-d599-4450-9f0b-949dd7f90e79,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Good night, but sometimes is very frustrating",4,1,12.15.0,8/21/19 21:52,,
138,3395cda8-0aad-4832-ad7b-3474bc4c4a94,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App works fine here. Samsung S7. I did have an issue with forgot password functionality where the app didn't recognize an email address as an email address. So I had to make a new account. Other than that, I purchased a ride, unlocked, and rode quite easily. I do wish there was some kind of payment history feature. That seems like a glaring thing to not have.",4,6,12.15.0,8/21/19 16:30,,
139,b6d8cdba-559f-4cd3-b42b-7df4e6053359,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,So easy to commute in Chicago because of Divvy,5,1,12.15.0,8/21/19 8:48,,
140,66955517-00c8-404d-88a0-144bec0e5b25,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,app charged me but the cides did not work,1,0,12.15.0,8/13/19 18:43,,
141,ec7b99ea-990b-4a26-a8ff-a012bd33145e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bikes might be fine. However, the company/app itself are terrible. I used LYFT twice a year ago when I needed to, and that was it. But now I have multiple charges on my card from Lyft/Divvy (Divvy is owned by Lyft) - over $150 worth. They have done nothing to help. Apparently someone else can charge me just because they say we're friends on the app. NOT EVEN USING THE ACCOUNT I SUPPOSEDLY HAVE, BUT JUST SAYING WE WERE FRIENDS. So be careful if you decide to use this app.",1,0,12.15.0,8/11/19 15:00,,
142,a0a03102-b789-4a48-9827-1e6c8926d063,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,much improved!,4,0,12.15.0,8/10/19 13:17,,
143,c57a8e64-d6c8-443b-9b81-0d627e8ccd1a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,easily tracking number of bikes in each dock. it will be great if i can manage my account information in the app.,4,0,12.15.0,8/8/19 20:19,,
144,1c7a3ac1-c6f0-4a24-bfd9-96a8e216fade,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,TRAAAASH,1,0,,8/7/19 21:59,,
